Table ID,Line,UniqueID,Stub,Data Release
B26103G,6,B26103G_006,Noninstitutionalized group quarters population:,
B26103G,7,B26103G_007,College/university student housing,
B26103G,8,B26103G_008,Household population,
,,,,
B26103H,,,"GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","1,5"
B26103H,,,"Universe:  White alone, not Hispanic or Latino population",
B26103H,1,B26103H_001,Total:,
B26103H,2,B26103H_002,Group quarters population:,
B26103H,3,B26103H_003,Institutionalized group quarters population:,
B26103H,4,B26103H_004,Adult correctional facilities,
B26103H,5,B26103H_005,Nursing facilities/skilled nursing facilities,
B26103H,6,B26103H_006,Noninstitutionalized group quarters population:,
B26103H,7,B26103H_007,College/university student housing,
B26103H,8,B26103H_008,Household population,
,,,,
B26103I,,,GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO),"1,5"
B26103I,,,Universe:  Hispanic or Latino Population,
B26103I,1,B26103I_001,Total:,
B26103I,2,B26103I_002,Group quarters population:,
B26103I,3,B26103I_003,Institutionalized group quarters population:,
B26103I,4,B26103I_004,Adult correctional facilities,
B26103I,5,B26103I_005,Nursing facilities/skilled nursing facilities,
B26103I,6,B26103I_006,Noninstitutionalized group quarters population:,
B26103I,7,B26103I_007,College/university student housing,
B26103I,8,B26103I_008,Household population,
,,,,
B26104,,,GROUP QUARTERS TYPE (3 TYPES) BY MARITAL STATUS,"1,5"
B26104,,,Universe:  Population 15 years and over,
B26104,1,B26104_001,Total:,
B26104,2,B26104_002,Never married,
B26104,3,B26104_003,Now married (except separated),
B26104,4,B26104_004,Separated,
B26104,5,B26104_005,Widowed,
B26104,6,B26104_006,Divorced ,
B26104,7,B26104_007,Group quarters population:,
B26104,8,B26104_008,Never married,
B26104,9,B26104_009,Now married (except separated),
B26104,10,B26104_010,Separated,
B26104,11,B26104_011,Widowed,
B26104,12,B26104_012,Divorced ,
B26104,13,B26104_013,Institutionalized group quarters population:,
B26104,14,B26104_014,Never married,
B26104,15,B26104_015,Now married (except separated),
B26104,16,B26104_016,Separated,
B26104,17,B26104_017,Widowed,
B26104,18,B26104_018,Divorced ,
B26104,19,B26104_019,Adult correctional facilities:,
B26104,20,B26104_020,Never married,
B26104,21,B26104_021,Now married (except separated),
B26104,22,B26104_022,Separated,
B26104,23,B26104_023,Widowed,
B26104,24,B26104_024,Divorced ,
B26104,25,B26104_025,Nursing facilities/skilled nursing facilities:,
B26104,26,B26104_026,Never married,
B26104,27,B26104_027,Now married (except separated),
B26104,28,B26104_028,Separated,
B26104,29,B26104_029,Widowed,
B26104,30,B26104_030,Divorced ,
B26104,31,B26104_031,Noninstitutionalized group quarters population:,
B26104,32,B26104_032,Never married,
B26104,33,B26104_033,Now married (except separated),
B26104,34,B26104_034,Separated,
B26104,35,B26104_035,Widowed,
B26104,36,B26104_036,Divorced ,
B26104,37,B26104_037,College/university student housing:,
B26104,38,B26104_038,Never married,
B26104,39,B26104_039,Now married (except separated),
B26104,40,B26104_040,Separated,
B26104,41,B26104_041,Widowed,
B26104,42,B26104_042,Divorced ,
B26104,43,B26104_043,Household population,
,,,,
B26105,,,GROUP QUARTERS TYPE (3 TYPES) BY SCHOOL ENROLLMENT,"1,5"
B26105,,,Universe:  Population 3 years and over enrolled in school,
B26105,1,B26105_001,Total:,
B26105,2,B26105_002,Nursery school through 12th grade,
B26105,3,B26105_003,College or graduate school,
B26105,4,B26105_004,Group quarters population:,
B26105,5,B26105_005,Nursery school through 12th grade,
B26105,6,B26105_006,College or graduate school,
B26105,7,B26105_007,Institutionalized group quarters population:,
B26105,8,B26105_008,Nursery school through 12th grade,
B26105,9,B26105_009,College or graduate school,
B26105,10,B26105_010,Adult correctional facilities:,
B26105,11,B26105_011,Nursery school through 12th grade,
B26105,12,B26105_012,College or graduate school,
B26105,13,B26105_013,Nursing facilities/skilled nursing facilities:,
B26105,14,B26105_014,Nursery school through 12th grade,
B26105,15,B26105_015,College or graduate school,
B26105,16,B26105_016,Noninstitutionalized group quarters population:,
B26105,17,B26105_017,Nursery school through 12th grade,
B26105,18,B26105_018,College or graduate school,
B26105,19,B26105_019,College/university student housing:,
B26105,20,B26105_020,Nursery school through 12th grade,
B26105,21,B26105_021,College or graduate school,
B26105,22,B26105_022,Household population,
,,,,
B26106,,,GROUP QUARTERS TYPE (3 TYPES) BY EDUCATIONAL ATTAINMENT,"1,5"
B26106,,,Universe:  Population 25 years and over,
B26106,1,B26106_001,Total:,
B26106,2,B26106_002,Less than high school diploma,
B26106,3,B26106_003,High school graduate (includes equivalency),
B26106,4,B26106_004,Some college or associate's degree,
B26106,5,B26106_005,Bachelor's degree or higher,
B26106,6,B26106_006,Group quarters population:,
B26106,7,B26106_007,Less than high school diploma,
B26106,8,B26106_008,High school graduate (includes equivalency),
B26106,9,B26106_009,Some college or associate's degree,
B26106,10,B26106_010,Bachelor's degree or higher,
B26106,11,B26106_011,Institutionalized group quarters population:,
B26106,12,B26106_012,Less than high school diploma,
B26106,13,B26106_013,High school graduate (includes equivalency),
B26106,14,B26106_014,Some college or associate's degree,
B26106,15,B26106_015,Bachelor's degree or higher,
B26106,16,B26106_016,Adult correctional facilities:,
B26106,17,B26106_017,Less than high school diploma,
B26106,18,B26106_018,High school graduate (includes equivalency),
B26106,19,B26106_019,Some college or associate's degree,
B26106,20,B26106_020,Bachelor's degree or higher,
B26106,21,B26106_021,Nursing facilities/skilled nursing facilities:,
B26106,22,B26106_022,Less than high school diploma,
B26106,23,B26106_023,High school graduate (includes equivalency),
B26106,24,B26106_024,Some college or associate's degree,
B26106,25,B26106_025,Bachelor's degree or higher,
B26106,26,B26106_026,Noninstitutionalized group quarters population:,
B26106,27,B26106_027,Less than high school diploma,
B26106,28,B26106_028,High school graduate (includes equivalency),
B26106,29,B26106_029,Some college or associate's degree,
B26106,30,B26106_030,Bachelor's degree or higher,
B26106,31,B26106_031,College/university student housing:,
B26106,32,B26106_032,Less than high school diploma,
B26106,33,B26106_033,High school graduate (includes equivalency),
B26106,34,B26106_034,Some college or associate's degree,
B26106,35,B26106_035,Bachelor's degree or higher,
B26106,36,B26106_036,Household population,
,,,,
B26107,,,GROUP QUARTERS TYPE (3 TYPES) BY VETERAN STATUS,"1,5"
B26107,,,Universe:  Civilian population 18 years and over,
B26107,1,B26107_001,Total:,
B26107,2,B26107_002,Veteran ,
B26107,3,B26107_003,Nonveteran ,
B26107,4,B26107_004,Group quarters population:,
B26107,5,B26107_005,Veteran ,
B26107,6,B26107_006,Nonveteran ,
B26107,7,B26107_007,Institutionalized group quarters population:,
B26107,8,B26107_008,Veteran ,
B26107,9,B26107_009,Nonveteran ,
B26107,10,B26107_010,Adult correctional facilities:,
B26107,11,B26107_011,Veteran ,
B26107,12,B26107_012,Nonveteran ,
B26107,13,B26107_013,Nursing facilities/skilled nursing facilities:,
B26107,14,B26107_014,Veteran ,
B26107,15,B26107_015,Nonveteran ,
B26107,16,B26107_016,Noninstitutionalized group quarters population:,
B26107,17,B26107_017,Veteran ,
B26107,18,B26107_018,Nonveteran ,
B26107,19,B26107_019,College/university student housing:,
B26107,20,B26107_020,Veteran ,
B26107,21,B26107_021,Nonveteran ,
B26107,22,B26107_022,Household population,
,,,,
B26108,,,GROUP QUARTERS TYPE (3 TYPES) BY AGE BY DISABILITY STATUS,"1,5"
B26108,,,Universe:  Total Population,
B26108,1,B26108_001,Total:,
B26108,2,B26108_002,With a disability,
B26108,3,B26108_003,No disability,
B26108,4,B26108_004,Population under 18 years:,
B26108,5,B26108_005,With a disability,
B26108,6,B26108_006,No disability,
B26108,7,B26108_007,Population 18 to 64 years:,
B26108,8,B26108_008,With a disability,
B26108,9,B26108_009,No disability,
B26108,10,B26108_010,Population 65 years and over:,
B26108,11,B26108_011,With a disability,
B26108,12,B26108_012,No disability,
B26108,13,B26108_013,Group quarters population:,
B26108,14,B26108_014,With a disability,
B26108,15,B26108_015,No disability,
B26108,16,B26108_016,Population under 18 years:,
B26108,17,B26108_017,With a disability,
B26108,18,B26108_018,No disability,
B26108,19,B26108_019,Population 18 to 64 years:,
B26108,20,B26108_020,With a disability,
B26108,21,B26108_021,No disability,
B26108,22,B26108_022,Population 65 years and over:,
B26108,23,B26108_023,With a disability,
B26108,24,B26108_024,No disability,
B26108,25,B26108_025,Institutionalized group quarters population:,
B26108,26,B26108_026,With a disability,
B26108,27,B26108_027,No disability,
B26108,28,B26108_028,Population under 18 years:,
B26108,29,B26108_029,With a disability,
B26108,30,B26108_030,No disability,
B26108,31,B26108_031,Population 18 to 64 years:,
B26108,32,B26108_032,With a disability,
B26108,33,B26108_033,No disability,
B26108,34,B26108_034,Population 65 years and over:,
B26108,35,B26108_035,With a disability,
B26108,36,B26108_036,No disability,
B26108,37,B26108_037,Adult correctional facilities:,
B26108,38,B26108_038,With a disability,
B26108,39,B26108_039,No disability,
B26108,40,B26108_040,Population under 18 years:,
B26108,41,B26108_041,With a disability,
B26108,42,B26108_042,No disability,
B26108,43,B26108_043,Population 18 to 64 years:,
B26108,44,B26108_044,With a disability,
B26108,45,B26108_045,No disability,
B26108,46,B26108_046,Population 65 years and over:,
B26108,47,B26108_047,With a disability,
B26108,48,B26108_048,No disability,
B26108,49,B26108_049,Nursing facilities/skilled nursing facilities:,
B26108,50,B26108_050,With a disability,
B26108,51,B26108_051,No disability,
B26108,52,B26108_052,Population 18 to 64 years:,
B26108,53,B26108_053,With a disability,
B26108,54,B26108_054,No disability,
B26108,55,B26108_055,Population 65 years and over:,
B26108,56,B26108_056,With a disability,
B26108,57,B26108_057,No disability,
B26108,58,B26108_058,Noninstitutionalized group quarters population:,
B26108,59,B26108_059,With a disability,
B26108,60,B26108_060,No disability,
B26108,61,B26108_061,Population under 18 years:,
B26108,62,B26108_062,With a disability,
B26108,63,B26108_063,No disability,
B26108,64,B26108_064,Population 18 to 64 years:,
B26108,65,B26108_065,With a disability,
B26108,66,B26108_066,No disability,
B26108,67,B26108_067,Population 65 years and over:,
B26108,68,B26108_068,With a disability,
B26108,69,B26108_069,No disability,
B26108,70,B26108_070,College/university student housing:,
B26108,71,B26108_071,With a disability,
B26108,72,B26108_072,No disability,
B26108,73,B26108_073,Population under 18 years:,
B26108,74,B26108_074,With a disability,
B26108,75,B26108_075,No disability,
B26108,76,B26108_076,Population 18 to 64 years:,
B26108,77,B26108_077,With a disability,
B26108,78,B26108_078,No disability,
B26108,79,B26108_079,Population 65 years:,
B26108,80,B26108_080,With a disability,
B26108,81,B26108_081,No disability,
B26108,82,B26108_082,Household population,
,,,,
B26109,,,GROUP QUARTERS TYPE (3 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES,"1,5"
B26109,,,Universe:  Population 1 year and over in the United States,
B26109,1,B26109_001,Total:,
B26109,2,B26109_002,Same address,
B26109,3,B26109_003,Different address in the United States:,
B26109,4,B26109_004,Same county,
B26109,5,B26109_005,Different county:,
B26109,6,B26109_006,Same state,
B26109,7,B26109_007,Different state,
B26109,8,B26109_008,Abroad,
B26109,9,B26109_009,Group quarters population:,
B26109,10,B26109_010,Same address,
B26109,11,B26109_011,Different address in the United States:,
B26109,12,B26109_012,Same county,
B26109,13,B26109_013,Different county:,
B26109,14,B26109_014,Same state,
B26109,15,B26109_015,Different state,
B26109,16,B26109_016,Abroad,
B26109,17,B26109_017,Institutionalized group quarters population:,
B26109,18,B26109_018,Same address,
B26109,19,B26109_019,Different address in the United States:,
B26109,20,B26109_020,Same county,
B26109,21,B26109_021,Different county:,
B26109,22,B26109_022,Same state,
B26109,23,B26109_023,Different state,
B26109,24,B26109_024,Abroad,
B26109,25,B26109_025,Adult correctional facilities:,
B26109,26,B26109_026,Same address,
B26109,27,B26109_027,Different address in the United States:,
B26109,28,B26109_028,Same county,
B26109,29,B26109_029,Different county:,
B26109,30,B26109_030,Same state,
B26109,31,B26109_031,Different state,
B26109,32,B26109_032,Abroad,
B26109,33,B26109_033,Nursing facilities/skilled nursing facilities:,
B26109,34,B26109_034,Same address,
B26109,35,B26109_035,Different address in the United States:,
B26109,36,B26109_036,Same county,
B26109,37,B26109_037,Different county:,
B26109,38,B26109_038,Same state,
B26109,39,B26109_039,Different state,
B26109,40,B26109_040,Abroad,
B26109,41,B26109_041,Noninstitutionalized group quarters population:,
B26109,42,B26109_042,Same address,
B26109,43,B26109_043,Different address in the United States:,
B26109,44,B26109_044,Same county,
B26109,45,B26109_045,Different county:,
B26109,46,B26109_046,Same state,
B26109,47,B26109_047,Different state,
B26109,48,B26109_048,Abroad,
B26109,49,B26109_049,College/university student housing:,
B26109,50,B26109_050,Same address,
B26109,51,B26109_051,Different address in the United States:,
B26109,52,B26109_052,Same county,
B26109,53,B26109_053,Different county:,
B26109,54,B26109_054,Same state,
B26109,55,B26109_055,Different state,
B26109,56,B26109_056,Abroad,
B26109,57,B26109_057,Household population,
,,,,
B26109PR,,,GROUP QUARTERS TYPE (3 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO,5
B26109PR,,,Universe:  Population 1 year and over in Puerto Rico,
B26109PR,1,B26109PR_001,Total:,
B26109PR,2,B26109PR_002,Same address,
B26109PR,3,B26109PR_003,Different address in Puerto Rico or the United States:,
B26109PR,4,B26109PR_004,In Puerto Rico:,
B26109PR,5,B26109PR_005,Same municipio,
B26109PR,6,B26109PR_006,Different municipio,
B26109PR,7,B26109PR_007,In the United States,
B26109PR,8,B26109PR_008,Elsewhere,
B26109PR,9,B26109PR_009,Group quarters population:,
B26109PR,10,B26109PR_010,Same address,
B26109PR,11,B26109PR_011,Different address in Puerto Rico or the United States:,
B26109PR,12,B26109PR_012,In Puerto Rico:,
B26109PR,13,B26109PR_013,Same municipio,
B26109PR,14,B26109PR_014,Different municipio,
B26109PR,15,B26109PR_015,In the United States,
B26109PR,16,B26109PR_016,Elsewhere,
B26109PR,17,B26109PR_017,Institutionalized group quarters population:,
B26109PR,18,B26109PR_018,Same address,
B26109PR,19,B26109PR_019,Different address in Puerto Rico or the United States:,
B26109PR,20,B26109PR_020,In Puerto Rico:,
B26109PR,21,B26109PR_021,Same municipio,
B26109PR,22,B26109PR_022,Different municipio,
B26109PR,23,B26109PR_023,In the United States,
B26109PR,24,B26109PR_024,Elsewhere,
B26109PR,25,B26109PR_025,Adult correctional facilities:,
B26109PR,26,B26109PR_026,Same address,
B26109PR,27,B26109PR_027,Different address in Puerto Rico or the United States:,
B26109PR,28,B26109PR_028,In Puerto Rico:,
B26109PR,29,B26109PR_029,Same municipio,
B26109PR,30,B26109PR_030,Different municipio,
B26109PR,31,B26109PR_031,In the United States,
B26109PR,32,B26109PR_032,Elsewhere,
B26109PR,33,B26109PR_033,Nursing facilities/skilled nursing facilities:,
B26109PR,34,B26109PR_034,Same address,
B26109PR,35,B26109PR_035,Different address in Puerto Rico or the United States:,
B26109PR,36,B26109PR_036,In Puerto Rico:,
B26109PR,37,B26109PR_037,Same municipio,
B26109PR,38,B26109PR_038,Different municipio,
B26109PR,39,B26109PR_039,In the United States,
B26109PR,40,B26109PR_040,Elsewhere,
B26109PR,41,B26109PR_041,Noninstitutionalized group quarters population:,
B26109PR,42,B26109PR_042,Same address,
B26109PR,43,B26109PR_043,Different address in Puerto Rico or the United States:,
B26109PR,44,B26109PR_044,In Puerto Rico:,
B26109PR,45,B26109PR_045,Same municipio,
B26109PR,46,B26109PR_046,Different municipio,
B26109PR,47,B26109PR_047,In the United States,
B26109PR,48,B26109PR_048,Elsewhere,
B26109PR,49,B26109PR_049,College/university student housing:,
B26109PR,50,B26109PR_050,Same address,
B26109PR,51,B26109PR_051,Different address in Puerto Rico or the United States:,
B26109PR,52,B26109PR_052,In Puerto Rico:,
B26109PR,53,B26109PR_053,Same municipio,
B26109PR,54,B26109PR_054,Different municipio,
B26109PR,55,B26109PR_055,In the United States,
B26109PR,56,B26109PR_056,Elsewhere,
B26109PR,57,B26109PR_057,Household population,
,,,,
B26110,,,GROUP QUARTERS TYPE (3 TYPES) BY NATIVITY AND CITIZENSHIP STATUS BY SEX,"1,5"
B26110,,,Universe:  Total Population,
B26110,1,B26110_001,Total:,
B26110,2,B26110_002,Native:,
B26110,3,B26110_003,Male,
B26110,4,B26110_004,Female,
B26110,5,B26110_005,Foreign born:,
B26110,6,B26110_006,Male,
B26110,7,B26110_007,Female,
B26110,8,B26110_008,Naturalized U.S. citizen:,
B26110,9,B26110_009,Male,
B26110,10,B26110_010,Female,
B26110,11,B26110_011,Not a U.S. citizen:,
B26110,12,B26110_012,Male,
B26110,13,B26110_013,Female,
B26110,14,B26110_014,Group quarters population:,
B26110,15,B26110_015,Native:,
B26110,16,B26110_016,Male,
B26110,17,B26110_017,Female,
B26110,18,B26110_018,Foreign born:,
B26110,19,B26110_019,Male,
B26110,20,B26110_020,Female,
B26110,21,B26110_021,Naturalized U.S. citizen:,
B26110,22,B26110_022,Male,
B26110,23,B26110_023,Female,
B26110,24,B26110_024,Not a U.S. citizen:,
B26110,25,B26110_025,Male,
B26110,26,B26110_026,Female,
B26110,27,B26110_027,Institutionalized group quarters population:,
B26110,28,B26110_028,Native:,
B26110,29,B26110_029,Male,
B26110,30,B26110_030,Female,
B26110,31,B26110_031,Foreign born:,
B26110,32,B26110_032,Male,
B26110,33,B26110_033,Female,
B26110,34,B26110_034,Naturalized U.S. citizen:,
B26110,35,B26110_035,Male,
B26110,36,B26110_036,Female,
B26110,37,B26110_037,Not a U.S. citizen:,
B26110,38,B26110_038,Male,
B26110,39,B26110_039,Female,
B26110,40,B26110_040,Adult correctional facilities:,
B26110,41,B26110_041,Native:,
B26110,42,B26110_042,Male,
B26110,43,B26110_043,Female,
B26110,44,B26110_044,Foreign born:,
B26110,45,B26110_045,Male,
B26110,46,B26110_046,Female,
B26110,47,B26110_047,Naturalized U.S. citizen:,
B26110,48,B26110_048,Male,
B26110,49,B26110_049,Female,
B26110,50,B26110_050,Not a U.S. citizen:,
B26110,51,B26110_051,Male,
B26110,52,B26110_052,Female,
B26110,53,B26110_053,Nursing facilities/skilled nursing facilities:,
B26110,54,B26110_054,Native:,
B26110,55,B26110_055,Male,
B26110,56,B26110_056,Female,
B26110,57,B26110_057,Foreign born:,
B26110,58,B26110_058,Male,
B26110,59,B26110_059,Female,
B26110,60,B26110_060,Naturalized U.S. citizen:,
B26110,61,B26110_061,Male,
B26110,62,B26110_062,Female,
B26110,63,B26110_063,Not a U.S. citizen:,
B26110,64,B26110_064,Male,
B26110,65,B26110_065,Female,
B26110,66,B26110_066,Noninstitutionalized group quarters population:,
B26110,67,B26110_067,Native:,
B26110,68,B26110_068,Male,
B26110,69,B26110_069,Female,
B26110,70,B26110_070,Foreign born:,
B26110,71,B26110_071,Male,
B26110,72,B26110_072,Female,
B26110,73,B26110_073,Naturalized U.S. citizen:,
B26110,74,B26110_074,Male,
B26110,75,B26110_075,Female,
B26110,76,B26110_076,Not a U.S. citizen:,
B26110,77,B26110_077,Male,
B26110,78,B26110_078,Female,
B26110,79,B26110_079,College/university student housing:,
B26110,80,B26110_080,Native:,
B26110,81,B26110_081,Male,
B26110,82,B26110_082,Female,
B26110,83,B26110_083,Foreign born:,
B26110,84,B26110_084,Male,
B26110,85,B26110_085,Female,
B26110,86,B26110_086,Naturalized U.S. citizen:,
B26110,87,B26110_087,Male,
B26110,88,B26110_088,Female,
B26110,89,B26110_089,Not a U.S. citizen:,
B26110,90,B26110_090,Male,
B26110,91,B26110_091,Female,
B26110,92,B26110_092,Household population,
,,,,
B26113,,,GROUP QUARTERS TYPE (3 TYPES) BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH,"1,5"
B26113,,,Universe: Population 5 years and over,
B26113,1,B26113_001,Total:,
B26113,2,B26113_002,Speak only English,
B26113,3,B26113_003,Speak Language other than English:,
B26113,4,B26113_004,"Speak English ""very well""",
B26113,5,B26113_005,"Speak English less than ""very well""",
B26113,6,B26113_006,Group quarters population:,
B26113,7,B26113_007,Speak only English,
B26113,8,B26113_008,Speak Language other than English:,
B26113,9,B26113_009,"Speak English ""very well""",
B26113,10,B26113_010,"Speak English less than ""very well""",
B26113,11,B26113_011,Institutionalized group quarters population:,
B26113,12,B26113_012,Speak only English,
B26113,13,B26113_013,Speak Language other than English:,
B26113,14,B26113_014,"Speak English ""very well""",
B26113,15,B26113_015,"Speak English less than ""very well""",
B26113,16,B26113_016,Adult correctional facilities:,
B26113,17,B26113_017,Speak only English,
B26113,18,B26113_018,Speak Language other than English:,
B26113,19,B26113_019,"Speak English ""very well""",
B26113,20,B26113_020,"Speak English less than ""very well""",
B26113,21,B26113_021,Nursing facilities/skilled nursing facilities:,
B26113,22,B26113_022,Speak only English,
B26113,23,B26113_023,Speak Language other than English:,
B26113,24,B26113_024,"Speak English ""very well""",
B26113,25,B26113_025,"Speak English less than ""very well""",
B26113,26,B26113_026,Noninstitutionalized group quarters population:,
B26113,27,B26113_027,Speak only English,
B26113,28,B26113_028,Speak Language other than English:,
B26113,29,B26113_029,"Speak English ""very well""",
B26113,30,B26113_030,"Speak English less than ""very well""",
B26113,31,B26113_031,College/university student housing:,
B26113,32,B26113_032,Speak only English,
B26113,33,B26113_033,Speak Language other than English:,
B26113,34,B26113_034,"Speak English ""very well""",
B26113,35,B26113_035,"Speak English less than ""very well""",
B26113,36,B26113_036,Household population,
,,,,
B26114,,,GROUP QUARTERS TYPE (3 TYPES) BY EMPLOYMENT STATUS,"1,5"
B26114,,,Universe:  Population 16 years and over,
B26114,1,B26114_001,Total:,
B26114,2,B26114_002,In labor force:,
B26114,3,B26114_003,Civilian labor force:,
B26114,4,B26114_004,Employed,
B26114,5,B26114_005,Unemployed,
B26114,6,B26114_006,Armed Forces,
B26114,7,B26114_007,Not in labor force,
B26114,8,B26114_008,Group quarters population:,
B26114,9,B26114_009,In labor force:,
B26114,10,B26114_010,Civilian labor force:,
B26114,11,B26114_011,Employed,
B26114,12,B26114_012,Unemployed,
B26114,13,B26114_013,Armed Forces,
B26114,14,B26114_014,Not in labor force,
B26114,15,B26114_015,Institutionalized group quarters population:,
B26114,16,B26114_016,Not in labor force,
B26114,17,B26114_017,Adult correctional facilities:,
B26114,18,B26114_018,Not in labor force,
B26114,19,B26114_019,Nursing facilities/skilled nursing facilities:,
B26114,20,B26114_020,Not in labor force,
B26114,21,B26114_021,Noninstitutionalized group quarters population:,
B26114,22,B26114_022,In labor force:,
B26114,23,B26114_023,Civilian labor force:,
B26114,24,B26114_024,Employed,
B26114,25,B26114_025,Unemployed,
B26114,26,B26114_026,Armed Forces,
B26114,27,B26114_027,Not in labor force,
B26114,28,B26114_028,College/university student housing:,
B26114,29,B26114_029,In labor force:,
B26114,30,B26114_030,Civilian labor force:,
B26114,31,B26114_031,Employed,
B26114,32,B26114_032,Unemployed,
B26114,33,B26114_033,Armed Forces,
B26114,34,B26114_034,Not in labor force,
B26114,35,B26114_035,Household population,
,,,,
B26115,,,GROUP QUARTERS TYPE (3 TYPES) BY OCCUPATION,"1,5"
B26115,,,Universe:  Civilian noninstitutionalized employed population 16 years and over ,
B26115,1,B26115_001,Total:,
B26115,2,B26115_002,"Management, business, science, and arts occupations",
B26115,3,B26115_003,Service occupations,
B26115,4,B26115_004,Sales and office occupations,
B26115,5,B26115_005,"Natural resources, construction, and maintenance occupations",
B26115,6,B26115_006,"Production, transportation, and material moving occupations",
B26115,7,B26115_007,Noninstitutionalized group quarters population:,
B26115,8,B26115_008,"Management, business, science, and arts occupations",
B26115,9,B26115_009,Service occupations,
B26115,10,B26115_010,Sales and office occupations,
B26115,11,B26115_011,"Natural resources, construction, and maintenance occupations",
B26115,12,B26115_012,"Production, transportation, and material moving occupations",
B26115,13,B26115_013,College/university student housing:,
B26115,14,B26115_014,"Management, business, science, and arts occupations",
B26115,15,B26115_015,Service occupations,
B26115,16,B26115_016,Sales and office occupations,
B26115,17,B26115_017,"Natural resources, construction, and maintenance occupations",
B26115,18,B26115_018,"Production, transportation, and material moving occupations",
B26115,19,B26115_019,Household population,
,,,,
B26117,,,GROUP QUARTERS TYPE (3 TYPES) BY SEX WITH EARNINGS IN THE PAST 12 MONTHS,"1,5"
B26117,,,Universe:  Population 16 years and over with earnings,
B26117,1,B26117_001,Total:,
B26117,2,B26117_002,Male,
B26117,3,B26117_003,Female,
B26117,4,B26117_004,Group quarters population:,
B26117,5,B26117_005,Male,
B26117,6,B26117_006,Female,
B26117,7,B26117_007,Institutionalized group quarters population:,
B26117,8,B26117_008,Male,
B26117,9,B26117_009,Female,
B26117,10,B26117_010,Adult correctional facilities:,
B26117,11,B26117_011,Male,
B26117,12,B26117_012,Female,
B26117,13,B26117_013,Nursing facilities/skilled nursing facilities:,
B26117,14,B26117_014,Male,
B26117,15,B26117_015,Female,
B26117,16,B26117_016,Noninstitutionalized group quarters population:,
B26117,17,B26117_017,Male,
B26117,18,B26117_018,Female,
B26117,19,B26117_019,College/university student housing:,
B26117,20,B26117_020,Male,
B26117,21,B26117_021,Female,
B26117,22,B26117_022,Household population,
,,,,
B26118,,,AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (3 TYPES) BY SEX,"1,5"
B26118,,,Universe:  Population 16 years and over with earnings,
B26118,1,B26118_001,Total:,
B26118,2,B26118_002,Male,
B26118,3,B26118_003,Female,
B26118,4,B26118_004,Group quarters population:,
B26118,5,B26118_005,Male,
B26118,6,B26118_006,Female,
B26118,7,B26118_007,Institutionalized group quarters population:,
B26118,8,B26118_008,Male,
B26118,9,B26118_009,Female,
B26118,10,B26118_010,Adult correctional facilities:,
B26118,11,B26118_011,Male,
B26118,12,B26118_012,Female,
B26118,13,B26118_013,Nursing facilities/skilled nursing facilities:,
B26118,14,B26118_014,Male,
B26118,15,B26118_015,Female,
B26118,16,B26118_016,Noninstitutionalized group quarters population:,
B26118,17,B26118_017,Male,
B26118,18,B26118_018,Female,
B26118,19,B26118_019,College/university student housing:,
B26118,20,B26118_020,Male,
B26118,21,B26118_021,Female,
B26118,22,B26118_022,Household population,
,,,,
B26119,,,MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (3 TYPES) BY SEX,"1,5"
B26119,,,Universe:  Population 16 years and over with earnings,
B26119,0.5,,Median earnings in the past 12 months --,
B26119,1,B26119_001,Total:,
B26119,2,B26119_002,Male,
B26119,3,B26119_003,Female,
B26119,4,B26119_004,Group quarters population:,
B26119,5,B26119_005,Male,
B26119,6,B26119_006,Female,
B26119,7,B26119_007,Institutionalized group quarters population:,
B26119,8,B26119_008,Male,
B26119,9,B26119_009,Female,
B26119,10,B26119_010,Adult correctional facilities:,
B26119,11,B26119_011,Male,
B26119,12,B26119_012,Female,
B26119,13,B26119_013,Nursing facilities/skilled nursing facilities:,
B26119,14,B26119_014,Male,
B26119,15,B26119_015,Female,
B26119,16,B26119_016,Noninstitutionalized group quarters population:,
B26119,17,B26119_017,Male,
B26119,18,B26119_018,Female,
B26119,19,B26119_019,College/university student housing:,
B26119,20,B26119_020,Male,
B26119,21,B26119_021,Female,
B26119,22,B26119_022,Household population,
,,,,
B26120,,,GROUP QUARTERS TYPE (3 TYPES) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,"1,5"
B26120,,,Universe: Population in group quarters,
B26120,1,B26120_001,Group quarters population:,
B26120,2,B26120_002,Received Food Stamps/SNAP in the past 12 months,
B26120,3,B26120_003,Did not receive Food Stamps/SNAP in the past 12 months,
B26120,4,B26120_004,Institutionalized group quarters population:,
B26120,5,B26120_005,Received Food Stamps/SNAP in the past 12 months,
B26120,6,B26120_006,Did not receive Food Stamps/SNAP in the past 12 months,
B26120,7,B26120_007,Adult correctional facilities:,
